areaCode,areaName,areaType,date,cumDailyNsoDeathsByDeathDate,hospitalCases,newCasesBySpecimenDate
E07000041,Exeter,ltla,2022-01-02,,21944,156
E07000041,Exeter,ltla,2022-01-02,,21944,156
E07000041,Exeter,ltla,2022-01-02,,21944,156
E07000041,Exeter,ltla,2022-01-01,151,21788,228
E07000041,Exeter,ltla,2022-01-01,151,21788,228
E07000041,Exeter,ltla,2022-01-01,151,21788,228
E07000041,Exeter,ltla,2021-12-31,151,21560,296
E07000041,Exeter,ltla,2021-12-31,151,21560,296
E07000041,Exeter,ltla,2021-12-31,151,21560,296
E07000041,Exeter,ltla,2021-12-30,151,21264,165
E07000041,Exeter,ltla,2021-12-30,151,21264,165
E07000041,Exeter,ltla,2021-12-30,151,21264,165
E07000041,Exeter,ltla,2021-12-29,150,21099,211
E07000041,Exeter,ltla,2021-12-29,150,21099,211
E07000041,Exeter,ltla,2021-12-29,150,21099,211
E07000041,Exeter,ltla,2021-12-28,150,20888,239
E07000041,Exeter,ltla,2021-12-28,150,20888,239
E07000041,Exeter,ltla,2021-12-28,150,20888,239
E07000041,Exeter,ltla,2021-12-27,150,20649,55
E07000041,Exeter,ltla,2021-12-27,150,20649,55
E07000041,Exeter,ltla,2021-12-27,150,20649,55
E07000041,Exeter,ltla,2021-12-26,149,20594,150
E07000041,Exeter,ltla,2021-12-26,149,20594,150
E07000041,Exeter,ltla,2021-12-26,149,20594,150
E07000041,Exeter,ltla,2021-12-25,149,20444,155
E07000041,Exeter,ltla,2021-12-25,149,20444,155
E07000041,Exeter,ltla,2021-12-25,149,20444,155
E07000041,Exeter,ltla,2021-12-24,148,20289,197
E07000041,Exeter,ltla,2021-12-24,148,20289,197
E07000041,Exeter,ltla,2021-12-24,148,20289,197
E07000041,Exeter,ltla,2021-12-23,146,20092,170
E07000041,Exeter,ltla,2021-12-23,146,20092,170
E07000041,Exeter,ltla,2021-12-23,146,20092,170
E07000041,Exeter,ltla,2021-12-22,146,19922,103
E07000041,Exeter,ltla,2021-12-22,146,19922,103
E07000041,Exeter,ltla,2021-12-22,146,19922,103
E07000041,Exeter,ltla,2021-12-21,145,19819,125
E07000041,Exeter,ltla,2021-12-21,145,19819,125
E07000041,Exeter,ltla,2021-12-21,145,19819,125
E07000041,Exeter,ltla,2021-12-20,145,19694,119
E07000041,Exeter,ltla,2021-12-20,145,19694,119
E07000041,Exeter,ltla,2021-12-20,145,19694,119
E07000041,Exeter,ltla,2021-12-19,145,19575,103
E07000041,Exeter,ltla,2021-12-19,,19575,103
E07000041,Exeter,ltla,2021-12-19,145,19575,103
E07000041,Exeter,ltla,2021-12-19,,19575,103
E07000041,Exeter,ltla,2021-12-19,,19575,103
E07000041,Exeter,ltla,2021-12-19,145,19575,103
E07000041,Exeter,ltla,2021-12-18,145,19472,111
E07000041,Exeter,ltla,2021-12-18,143,,111
E07000041,Exeter,ltla,2021-12-18,143,,111
E07000041,Exeter,ltla,2021-12-18,143,,111
E07000041,Exeter,ltla,2021-12-18,145,19472,111
E07000041,Exeter,ltla,2021-12-18,145,19472,111
E07000041,Exeter,ltla,2021-12-17,143,,172
E07000041,Exeter,ltla,2021-12-17,142,19361,172
E07000041,Exeter,ltla,2021-12-17,,19361,172
E07000041,Exeter,ltla,2021-12-17,143,,172
E07000041,Exeter,ltla,2021-12-17,143,,172
E07000041,Exeter,ltla,2021-12-17,142,19361,172
E07000041,Exeter,ltla,2021-12-17,142,19361,172
E07000041,Exeter,ltla,2021-12-16,142,,96
E07000041,Exeter,ltla,2021-12-16,,19189,96
E07000041,Exeter,ltla,2021-12-16,141,19189,96
E07000041,Exeter,ltla,2021-12-16,141,19189,96
E07000041,Exeter,ltla,2021-12-16,142,,96
E07000041,Exeter,ltla,2021-12-16,,19189,96
E07000041,Exeter,ltla,2021-12-16,142,,96
E07000041,Exeter,ltla,2021-12-16,,19189,96
E07000041,Exeter,ltla,2021-12-16,,19189,96
E07000041,Exeter,ltla,2021-12-16,142,,96
E07000041,Exeter,ltla,2021-12-16,141,19189,96
E07000041,Exeter,ltla,2021-12-15,141,19093,114
E07000041,Exeter,ltla,2021-12-15,141,19093,114
E07000041,Exeter,ltla,2021-12-15,142,,114
E07000041,Exeter,ltla,2021-12-15,142,,114
E07000041,Exeter,ltla,2021-12-15,142,,114
E07000041,Exeter,ltla,2021-12-15,142,,114
E07000041,Exeter,ltla,2021-12-15,142,,114
E07000041,Exeter,ltla,2021-12-15,142,,114
E07000041,Exeter,ltla,2021-12-15,142,,114
E07000041,Exeter,ltla,2021-12-15,142,,114
E07000041,Exeter,ltla,2021-12-15,141,19093,114
E07000041,Exeter,ltla,2021-12-14,141,18979,102
E07000041,Exeter,ltla,2021-12-14,142,,102
E07000041,Exeter,ltla,2021-12-14,142,,102
E07000041,Exeter,ltla,2021-12-14,142,,102
E07000041,Exeter,ltla,2021-12-14,142,,102
E07000041,Exeter,ltla,2021-12-14,142,,102
E07000041,Exeter,ltla,2021-12-14,142,,102
E07000041,Exeter,ltla,2021-12-14,142,,102
E07000041,Exeter,ltla,2021-12-14,141,18979,102
E07000041,Exeter,ltla,2021-12-14,142,,102
E07000041,Exeter,ltla,2021-12-14,141,18979,102
E07000041,Exeter,ltla,2021-12-13,142,,97
E07000041,Exeter,ltla,2021-12-13,142,,97
E07000041,Exeter,ltla,2021-12-13,142,,97
E07000041,Exeter,ltla,2021-12-13,142,,97
E07000041,Exeter,ltla,2021-12-13,142,,97
E07000041,Exeter,ltla,2021-12-13,142,,97
E07000041,Exeter,ltla,2021-12-13,141,18877,97
E07000041,Exeter,ltla,2021-12-13,142,,97
E07000041,Exeter,ltla,2021-12-13,142,,97
E07000041,Exeter,ltla,2021-12-13,141,18877,97
E07000041,Exeter,ltla,2021-12-13,141,18877,97
E07000041,Exeter,ltla,2021-12-12,142,,64
E07000041,Exeter,ltla,2021-12-12,142,,64
E07000041,Exeter,ltla,2021-12-12,142,,64
E07000041,Exeter,ltla,2021-12-12,142,,64
E07000041,Exeter,ltla,2021-12-12,141,18780,64
E07000041,Exeter,ltla,2021-12-12,142,,64
E07000041,Exeter,ltla,2021-12-12,142,,64
E07000041,Exeter,ltla,2021-12-12,142,,64
E07000041,Exeter,ltla,2021-12-12,141,18780,64
E07000041,Exeter,ltla,2021-12-12,142,,64
E07000041,Exeter,ltla,2021-12-12,141,18780,64
E07000041,Exeter,ltla,2021-12-11,142,,124
E07000041,Exeter,ltla,2021-12-11,142,,124
E07000041,Exeter,ltla,2021-12-11,141,18716,124
E07000041,Exeter,ltla,2021-12-11,142,,124
E07000041,Exeter,ltla,2021-12-11,142,,124
E07000041,Exeter,ltla,2021-12-11,142,,124
E07000041,Exeter,ltla,2021-12-11,142,,124
E07000041,Exeter,ltla,2021-12-11,141,18716,124
E07000041,Exeter,ltla,2021-12-11,142,,124
E07000041,Exeter,ltla,2021-12-11,142,,124
E07000041,Exeter,ltla,2021-12-11,141,18716,124
E07000041,Exeter,ltla,2021-12-10,141,18592,108
E07000041,Exeter,ltla,2021-12-10,142,,108
E07000041,Exeter,ltla,2021-12-10,142,,108
E07000041,Exeter,ltla,2021-12-10,142,,108
E07000041,Exeter,ltla,2021-12-10,142,,108
E07000041,Exeter,ltla,2021-12-10,142,,108
E07000041,Exeter,ltla,2021-12-10,141,18592,108
E07000041,Exeter,ltla,2021-12-10,142,,108
E07000041,Exeter,ltla,2021-12-10,142,,108
E07000041,Exeter,ltla,2021-12-10,142,,108
E07000041,Exeter,ltla,2021-12-10,141,18592,108
E07000041,Exeter,ltla,2021-12-09,142,,129
E07000041,Exeter,ltla,2021-12-09,142,,129
E07000041,Exeter,ltla,2021-12-09,142,,129
E07000041,Exeter,ltla,2021-12-09,142,,129
E07000041,Exeter,ltla,2021-12-09,142,,129
E07000041,Exeter,ltla,2021-12-09,141,18484,129
E07000041,Exeter,ltla,2021-12-09,142,,129
E07000041,Exeter,ltla,2021-12-09,142,,129
E07000041,Exeter,ltla,2021-12-09,141,18484,129
E07000041,Exeter,ltla,2021-12-09,142,,129
E07000041,Exeter,ltla,2021-12-09,141,18484,129
E07000041,Exeter,ltla,2021-12-08,142,,93
E07000041,Exeter,ltla,2021-12-08,142,,93
E07000041,Exeter,ltla,2021-12-08,142,,93
E07000041,Exeter,ltla,2021-12-08,142,,93
E07000041,Exeter,ltla,2021-12-08,141,18355,93
E07000041,Exeter,ltla,2021-12-08,142,,93
E07000041,Exeter,ltla,2021-12-08,141,18355,93
E07000041,Exeter,ltla,2021-12-08,142,,93
E07000041,Exeter,ltla,2021-12-08,142,,93
E07000041,Exeter,ltla,2021-12-08,142,,93
E07000041,Exeter,ltla,2021-12-08,141,18355,93
E07000041,Exeter,ltla,2021-12-07,142,,133
E07000041,Exeter,ltla,2021-12-07,142,,133
E07000041,Exeter,ltla,2021-12-07,142,,133
E07000041,Exeter,ltla,2021-12-07,141,18262,133
E07000041,Exeter,ltla,2021-12-07,141,18262,133
E07000041,Exeter,ltla,2021-12-07,142,,133
E07000041,Exeter,ltla,2021-12-07,142,,133
E07000041,Exeter,ltla,2021-12-07,142,,133
E07000041,Exeter,ltla,2021-12-07,142,,133
E07000041,Exeter,ltla,2021-12-07,142,,133
E07000041,Exeter,ltla,2021-12-07,141,18262,133
E07000041,Exeter,ltla,2021-12-06,142,,106
E07000041,Exeter,ltla,2021-12-06,141,18129,106
E07000041,Exeter,ltla,2021-12-06,141,18129,106
E07000041,Exeter,ltla,2021-12-06,142,,106
E07000041,Exeter,ltla,2021-12-06,142,,106
E07000041,Exeter,ltla,2021-12-06,142,,106
E07000041,Exeter,ltla,2021-12-06,142,,106
E07000041,Exeter,ltla,2021-12-06,142,,106
E07000041,Exeter,ltla,2021-12-06,142,,106
E07000041,Exeter,ltla,2021-12-06,142,,106
E07000041,Exeter,ltla,2021-12-06,141,18129,106
E07000041,Exeter,ltla,2021-12-05,142,,106
E07000041,Exeter,ltla,2021-12-05,141,18023,106
E07000041,Exeter,ltla,2021-12-05,142,,106
E07000041,Exeter,ltla,2021-12-05,142,,106
E07000041,Exeter,ltla,2021-12-05,142,,106
E07000041,Exeter,ltla,2021-12-05,142,,106
E07000041,Exeter,ltla,2021-12-05,142,,106
E07000041,Exeter,ltla,2021-12-05,142,,106
E07000041,Exeter,ltla,2021-12-05,142,,106
E07000041,Exeter,ltla,2021-12-05,141,18023,106
E07000041,Exeter,ltla,2021-12-05,141,18023,106
E07000041,Exeter,ltla,2021-12-04,141,17917,123
E07000041,Exeter,ltla,2021-12-04,142,,123
E07000041,Exeter,ltla,2021-12-04,142,,123
E07000041,Exeter,ltla,2021-12-04,142,,123
E07000041,Exeter,ltla,2021-12-04,142,,123
E07000041,Exeter,ltla,2021-12-04,142,,123
E07000041,Exeter,ltla,2021-12-04,142,,123
E07000041,Exeter,ltla,2021-12-04,141,17917,123
E07000041,Exeter,ltla,2021-12-04,142,,123
E07000041,Exeter,ltla,2021-12-04,142,,123
E07000041,Exeter,ltla,2021-12-04,141,17917,123
E07000041,Exeter,ltla,2021-12-03,142,,155
E07000041,Exeter,ltla,2021-12-03,142,,155
E07000041,Exeter,ltla,2021-12-03,142,,155
E07000041,Exeter,ltla,2021-12-03,142,,155
E07000041,Exeter,ltla,2021-12-03,142,,155
E07000041,Exeter,ltla,2021-12-03,141,17794,155
E07000041,Exeter,ltla,2021-12-03,142,,155
E07000041,Exeter,ltla,2021-12-03,142,,155
E07000041,Exeter,ltla,2021-12-03,142,,155
E07000041,Exeter,ltla,2021-12-03,141,17794,155
E07000041,Exeter,ltla,2021-12-03,141,17794,155
E07000041,Exeter,ltla,2021-12-02,142,,127
E07000041,Exeter,ltla,2021-12-02,142,,127
E07000041,Exeter,ltla,2021-12-02,142,,127
E07000041,Exeter,ltla,2021-12-02,141,17639,127
E07000041,Exeter,ltla,2021-12-02,142,,127
E07000041,Exeter,ltla,2021-12-02,142,,127
E07000041,Exeter,ltla,2021-12-02,142,,127
E07000041,Exeter,ltla,2021-12-02,142,,127
E07000041,Exeter,ltla,2021-12-02,141,17639,127
E07000041,Exeter,ltla,2021-12-02,142,,127
E07000041,Exeter,ltla,2021-12-02,141,17639,127
E07000041,Exeter,ltla,2021-12-01,142,,128
E07000041,Exeter,ltla,2021-12-01,141,17512,128
E07000041,Exeter,ltla,2021-12-01,142,,128
E07000041,Exeter,ltla,2021-12-01,142,,128
E07000041,Exeter,ltla,2021-12-01,142,,128
E07000041,Exeter,ltla,2021-12-01,142,,128
E07000041,Exeter,ltla,2021-12-01,142,,128
E07000041,Exeter,ltla,2021-12-01,141,17512,128
E07000041,Exeter,ltla,2021-12-01,142,,128
E07000041,Exeter,ltla,2021-12-01,142,,128
E07000041,Exeter,ltla,2021-12-01,141,17512,128
E07000041,Exeter,ltla,2021-11-30,142,,119
E07000041,Exeter,ltla,2021-11-30,142,,119
E07000041,Exeter,ltla,2021-11-30,142,,119
E07000041,Exeter,ltla,2021-11-30,142,,119
E07000041,Exeter,ltla,2021-11-30,142,,119
E07000041,Exeter,ltla,2021-11-30,142,,119
E07000041,Exeter,ltla,2021-11-30,141,17384,119
E07000041,Exeter,ltla,2021-11-30,142,,119
E07000041,Exeter,ltla,2021-11-30,142,,119
E07000041,Exeter,ltla,2021-11-30,141,17384,119
E07000041,Exeter,ltla,2021-11-30,141,17384,119
E07000041,Exeter,ltla,2021-11-29,142,,110
E07000041,Exeter,ltla,2021-11-29,142,,110
E07000041,Exeter,ltla,2021-11-29,142,,110
E07000041,Exeter,ltla,2021-11-29,142,,110
E07000041,Exeter,ltla,2021-11-29,142,,110
E07000041,Exeter,ltla,2021-11-29,141,17265,110
E07000041,Exeter,ltla,2021-11-29,142,,110
E07000041,Exeter,ltla,2021-11-29,141,17265,110
E07000041,Exeter,ltla,2021-11-29,142,,110
E07000041,Exeter,ltla,2021-11-29,142,,110
E07000041,Exeter,ltla,2021-11-29,141,17265,110
E07000041,Exeter,ltla,2021-11-28,142,,76
E07000041,Exeter,ltla,2021-11-28,142,,76
E07000041,Exeter,ltla,2021-11-28,142,,76
E07000041,Exeter,ltla,2021-11-28,142,,76
E07000041,Exeter,ltla,2021-11-28,141,17155,76
E07000041,Exeter,ltla,2021-11-28,141,17155,76
E07000041,Exeter,ltla,2021-11-28,142,,76
E07000041,Exeter,ltla,2021-11-28,142,,76
E07000041,Exeter,ltla,2021-11-28,142,,76
E07000041,Exeter,ltla,2021-11-28,142,,76
E07000041,Exeter,ltla,2021-11-28,141,17155,76
E07000041,Exeter,ltla,2021-11-27,142,,107
E07000041,Exeter,ltla,2021-11-27,142,,107
E07000041,Exeter,ltla,2021-11-27,141,17079,107
E07000041,Exeter,ltla,2021-11-27,141,17079,107
E07000041,Exeter,ltla,2021-11-27,142,,107
E07000041,Exeter,ltla,2021-11-27,142,,107
E07000041,Exeter,ltla,2021-11-27,142,,107
E07000041,Exeter,ltla,2021-11-27,142,,107
E07000041,Exeter,ltla,2021-11-27,142,,107
E07000041,Exeter,ltla,2021-11-27,142,,107
E07000041,Exeter,ltla,2021-11-27,141,17079,107
E07000041,Exeter,ltla,2021-11-26,141,16972,105
E07000041,Exeter,ltla,2021-11-26,142,,105
E07000041,Exeter,ltla,2021-11-26,141,16972,105
E07000041,Exeter,ltla,2021-11-26,142,,105
E07000041,Exeter,ltla,2021-11-26,142,,105
E07000041,Exeter,ltla,2021-11-26,142,,105
E07000041,Exeter,ltla,2021-11-26,142,,105
E07000041,Exeter,ltla,2021-11-26,142,,105
E07000041,Exeter,ltla,2021-11-26,142,,105
E07000041,Exeter,ltla,2021-11-26,142,,105
E07000041,Exeter,ltla,2021-11-26,141,16972,105
E07000041,Exeter,ltla,2021-11-25,142,,110
E07000041,Exeter,ltla,2021-11-25,141,16867,110
E07000041,Exeter,ltla,2021-11-25,142,,110
E07000041,Exeter,ltla,2021-11-25,142,,110
E07000041,Exeter,ltla,2021-11-25,142,,110
E07000041,Exeter,ltla,2021-11-25,142,,110
E07000041,Exeter,ltla,2021-11-25,142,,110
E07000041,Exeter,ltla,2021-11-25,142,,110
E07000041,Exeter,ltla,2021-11-25,141,16867,110
E07000041,Exeter,ltla,2021-11-25,142,,110
E07000041,Exeter,ltla,2021-11-25,141,16867,110
E07000041,Exeter,ltla,2021-11-24,141,16757,141
E07000041,Exeter,ltla,2021-11-24,142,,141
E07000041,Exeter,ltla,2021-11-24,142,,141
E07000041,Exeter,ltla,2021-11-24,142,,141
E07000041,Exeter,ltla,2021-11-24,142,,141
E07000041,Exeter,ltla,2021-11-24,142,,141
E07000041,Exeter,ltla,2021-11-24,141,16757,141
E07000041,Exeter,ltla,2021-11-24,142,,141
E07000041,Exeter,ltla,2021-11-24,142,,141
E07000041,Exeter,ltla,2021-11-24,142,,141
E07000041,Exeter,ltla,2021-11-24,141,16757,141
E07000041,Exeter,ltla,2021-11-23,142,,93
E07000041,Exeter,ltla,2021-11-23,142,,93
E07000041,Exeter,ltla,2021-11-23,142,,93
E07000041,Exeter,ltla,2021-11-23,142,,93
E07000041,Exeter,ltla,2021-11-23,141,16616,93
E07000041,Exeter,ltla,2021-11-23,142,,93
E07000041,Exeter,ltla,2021-11-23,142,,93
E07000041,Exeter,ltla,2021-11-23,142,,93
E07000041,Exeter,ltla,2021-11-23,142,,93
E07000041,Exeter,ltla,2021-11-23,141,16616,93
E07000041,Exeter,ltla,2021-11-23,141,16616,93
E07000041,Exeter,ltla,2021-11-22,141,,90
E07000041,Exeter,ltla,2021-11-22,141,,90
E07000041,Exeter,ltla,2021-11-22,140,16523,90
E07000041,Exeter,ltla,2021-11-22,141,,90
E07000041,Exeter,ltla,2021-11-22,141,,90
E07000041,Exeter,ltla,2021-11-22,141,,90
E07000041,Exeter,ltla,2021-11-22,141,,90
E07000041,Exeter,ltla,2021-11-22,141,,90
E07000041,Exeter,ltla,2021-11-22,140,16523,90
E07000041,Exeter,ltla,2021-11-22,141,,90
E07000041,Exeter,ltla,2021-11-22,140,16523,90
E07000041,Exeter,ltla,2021-11-21,139,16433,106
E07000041,Exeter,ltla,2021-11-21,139,,106
E07000041,Exeter,ltla,2021-11-21,139,,106
E07000041,Exeter,ltla,2021-11-21,139,,106
E07000041,Exeter,ltla,2021-11-21,139,,106
E07000041,Exeter,ltla,2021-11-21,139,,106
E07000041,Exeter,ltla,2021-11-21,139,,106
E07000041,Exeter,ltla,2021-11-21,139,16433,106
E07000041,Exeter,ltla,2021-11-21,139,,106
E07000041,Exeter,ltla,2021-11-21,139,,106
E07000041,Exeter,ltla,2021-11-21,139,16433,106
E07000041,Exeter,ltla,2021-11-20,139,,74
E07000041,Exeter,ltla,2021-11-20,139,,74
E07000041,Exeter,ltla,2021-11-20,139,,74
E07000041,Exeter,ltla,2021-11-20,139,,74
E07000041,Exeter,ltla,2021-11-20,139,,74
E07000041,Exeter,ltla,2021-11-20,139,,74
E07000041,Exeter,ltla,2021-11-20,139,16327,74
E07000041,Exeter,ltla,2021-11-20,139,,74
E07000041,Exeter,ltla,2021-11-20,139,16327,74
E07000041,Exeter,ltla,2021-11-20,139,,74
E07000041,Exeter,ltla,2021-11-20,139,16327,74
E07000041,Exeter,ltla,2021-11-19,138,,108
E07000041,Exeter,ltla,2021-11-19,138,,108
E07000041,Exeter,ltla,2021-11-19,138,,108
E07000041,Exeter,ltla,2021-11-19,138,,108
E07000041,Exeter,ltla,2021-11-19,138,,108
E07000041,Exeter,ltla,2021-11-19,138,16253,108
E07000041,Exeter,ltla,2021-11-19,138,16253,108
E07000041,Exeter,ltla,2021-11-19,138,,108
E07000041,Exeter,ltla,2021-11-19,138,,108
E07000041,Exeter,ltla,2021-11-19,138,,108
E07000041,Exeter,ltla,2021-11-19,138,16253,108
E07000041,Exeter,ltla,2021-11-18,137,,133
E07000041,Exeter,ltla,2021-11-18,137,,133
E07000041,Exeter,ltla,2021-11-18,137,,133
E07000041,Exeter,ltla,2021-11-18,137,16145,133
E07000041,Exeter,ltla,2021-11-18,137,16145,133
E07000041,Exeter,ltla,2021-11-18,137,,133
E07000041,Exeter,ltla,2021-11-18,137,,133
E07000041,Exeter,ltla,2021-11-18,137,,133
E07000041,Exeter,ltla,2021-11-18,137,,133
E07000041,Exeter,ltla,2021-11-18,137,,133
E07000041,Exeter,ltla,2021-11-18,137,16145,133
E07000041,Exeter,ltla,2021-11-17,137,,82
E07000041,Exeter,ltla,2021-11-17,137,16012,82
E07000041,Exeter,ltla,2021-11-17,137,,82
E07000041,Exeter,ltla,2021-11-17,137,16012,82
E07000041,Exeter,ltla,2021-11-17,137,,82
E07000041,Exeter,ltla,2021-11-17,137,,82
E07000041,Exeter,ltla,2021-11-17,137,,82
E07000041,Exeter,ltla,2021-11-17,137,,82
E07000041,Exeter,ltla,2021-11-17,137,,82
E07000041,Exeter,ltla,2021-11-17,137,,82
E07000041,Exeter,ltla,2021-11-17,137,16012,82
E07000041,Exeter,ltla,2021-11-16,137,,107
E07000041,Exeter,ltla,2021-11-16,137,,107
E07000041,Exeter,ltla,2021-11-16,137,15930,107
E07000041,Exeter,ltla,2021-11-16,137,,107
E07000041,Exeter,ltla,2021-11-16,137,,107
E07000041,Exeter,ltla,2021-11-16,137,,107
E07000041,Exeter,ltla,2021-11-16,137,,107
E07000041,Exeter,ltla,2021-11-16,137,,107
E07000041,Exeter,ltla,2021-11-16,137,,107
E07000041,Exeter,ltla,2021-11-16,137,15930,107
E07000041,Exeter,ltla,2021-11-16,137,15930,107
E07000041,Exeter,ltla,2021-11-15,137,,81
E07000041,Exeter,ltla,2021-11-15,137,15823,81
E07000041,Exeter,ltla,2021-11-15,137,,81
E07000041,Exeter,ltla,2021-11-15,137,,81
E07000041,Exeter,ltla,2021-11-15,137,,81
E07000041,Exeter,ltla,2021-11-15,137,,81
E07000041,Exeter,ltla,2021-11-15,137,,81
E07000041,Exeter,ltla,2021-11-15,137,15823,81
E07000041,Exeter,ltla,2021-11-15,137,,81
E07000041,Exeter,ltla,2021-11-15,137,,81
E07000041,Exeter,ltla,2021-11-15,137,15823,81
E07000041,Exeter,ltla,2021-11-14,137,15742,83
E07000041,Exeter,ltla,2021-11-14,137,,83
E07000041,Exeter,ltla,2021-11-14,137,,83
E07000041,Exeter,ltla,2021-11-14,137,,83
E07000041,Exeter,ltla,2021-11-14,137,,83
E07000041,Exeter,ltla,2021-11-14,137,15742,83
E07000041,Exeter,ltla,2021-11-14,137,,83
E07000041,Exeter,ltla,2021-11-14,137,,83
E07000041,Exeter,ltla,2021-11-14,137,,83
E07000041,Exeter,ltla,2021-11-14,137,,83
E07000041,Exeter,ltla,2021-11-14,137,15742,83
E07000041,Exeter,ltla,2021-11-13,137,,93
E07000041,Exeter,ltla,2021-11-13,137,,93
E07000041,Exeter,ltla,2021-11-13,137,,93
E07000041,Exeter,ltla,2021-11-13,137,15659,93
E07000041,Exeter,ltla,2021-11-13,137,,93
E07000041,Exeter,ltla,2021-11-13,137,,93
E07000041,Exeter,ltla,2021-11-13,137,,93
E07000041,Exeter,ltla,2021-11-13,137,,93
E07000041,Exeter,ltla,2021-11-13,137,,93
E07000041,Exeter,ltla,2021-11-13,137,15659,93
E07000041,Exeter,ltla,2021-11-13,137,15659,93
E07000041,Exeter,ltla,2021-11-12,137,,87
E07000041,Exeter,ltla,2021-11-12,137,15566,87
E07000041,Exeter,ltla,2021-11-12,137,,87
E07000041,Exeter,ltla,2021-11-12,137,,87
E07000041,Exeter,ltla,2021-11-12,137,,87
E07000041,Exeter,ltla,2021-11-12,137,,87
E07000041,Exeter,ltla,2021-11-12,137,,87
E07000041,Exeter,ltla,2021-11-12,137,,87
E07000041,Exeter,ltla,2021-11-12,137,15566,87
E07000041,Exeter,ltla,2021-11-12,137,,87
E07000041,Exeter,ltla,2021-11-12,137,15566,87
E07000041,Exeter,ltla,2021-11-11,137,,85
E07000041,Exeter,ltla,2021-11-11,137,,85
E07000041,Exeter,ltla,2021-11-11,137,,85
E07000041,Exeter,ltla,2021-11-11,137,,85
E07000041,Exeter,ltla,2021-11-11,137,,85
E07000041,Exeter,ltla,2021-11-11,137,,85
E07000041,Exeter,ltla,2021-11-11,137,,85
E07000041,Exeter,ltla,2021-11-11,137,15479,85
E07000041,Exeter,ltla,2021-11-11,137,,85
E07000041,Exeter,ltla,2021-11-11,137,15479,85
E07000041,Exeter,ltla,2021-11-11,137,15479,85
E07000041,Exeter,ltla,2021-11-10,137,,100
E07000041,Exeter,ltla,2021-11-10,137,,100
E07000041,Exeter,ltla,2021-11-10,137,,100
E07000041,Exeter,ltla,2021-11-10,137,,100
E07000041,Exeter,ltla,2021-11-10,137,,100
E07000041,Exeter,ltla,2021-11-10,137,,100
E07000041,Exeter,ltla,2021-11-10,137,15394,100
E07000041,Exeter,ltla,2021-11-10,137,15394,100
E07000041,Exeter,ltla,2021-11-10,137,,100
E07000041,Exeter,ltla,2021-11-10,137,,100
E07000041,Exeter,ltla,2021-11-10,137,15394,100
E07000041,Exeter,ltla,2021-11-09,135,,83
E07000041,Exeter,ltla,2021-11-09,135,,83
E07000041,Exeter,ltla,2021-11-09,135,,83
E07000041,Exeter,ltla,2021-11-09,135,,83
E07000041,Exeter,ltla,2021-11-09,135,15294,83
E07000041,Exeter,ltla,2021-11-09,135,15294,83
E07000041,Exeter,ltla,2021-11-09,135,,83
E07000041,Exeter,ltla,2021-11-09,135,,83
E07000041,Exeter,ltla,2021-11-09,135,,83
E07000041,Exeter,ltla,2021-11-09,135,,83
E07000041,Exeter,ltla,2021-11-09,135,15294,83
E07000041,Exeter,ltla,2021-11-08,135,,76
E07000041,Exeter,ltla,2021-11-08,135,,76
E07000041,Exeter,ltla,2021-11-08,135,15211,76
E07000041,Exeter,ltla,2021-11-08,135,,76
E07000041,Exeter,ltla,2021-11-08,135,15211,76
E07000041,Exeter,ltla,2021-11-08,135,,76
E07000041,Exeter,ltla,2021-11-08,135,,76
E07000041,Exeter,ltla,2021-11-08,135,,76
E07000041,Exeter,ltla,2021-11-08,135,,76
E07000041,Exeter,ltla,2021-11-08,135,,76
E07000041,Exeter,ltla,2021-11-08,135,15211,76
E07000041,Exeter,ltla,2021-11-07,135,15135,76
E07000041,Exeter,ltla,2021-11-07,135,,76
E07000041,Exeter,ltla,2021-11-07,135,,76
E07000041,Exeter,ltla,2021-11-07,135,15135,76
E07000041,Exeter,ltla,2021-11-07,135,,76
E07000041,Exeter,ltla,2021-11-07,135,,76
E07000041,Exeter,ltla,2021-11-07,135,,76
E07000041,Exeter,ltla,2021-11-07,135,,76
E07000041,Exeter,ltla,2021-11-07,135,,76
E07000041,Exeter,ltla,2021-11-07,135,,76
E07000041,Exeter,ltla,2021-11-07,135,15135,76
E07000041,Exeter,ltla,2021-11-06,135,,61
E07000041,Exeter,ltla,2021-11-06,135,,61
E07000041,Exeter,ltla,2021-11-06,135,15059,61
E07000041,Exeter,ltla,2021-11-06,135,,61
E07000041,Exeter,ltla,2021-11-06,135,,61
E07000041,Exeter,ltla,2021-11-06,135,,61
E07000041,Exeter,ltla,2021-11-06,135,,61
E07000041,Exeter,ltla,2021-11-06,135,,61
E07000041,Exeter,ltla,2021-11-06,135,15059,61
E07000041,Exeter,ltla,2021-11-06,135,,61
E07000041,Exeter,ltla,2021-11-06,135,15059,61
E07000041,Exeter,ltla,2021-11-05,135,,84
E07000041,Exeter,ltla,2021-11-05,135,14998,84
E07000041,Exeter,ltla,2021-11-05,135,,84
E07000041,Exeter,ltla,2021-11-05,135,,84
E07000041,Exeter,ltla,2021-11-05,135,,84
E07000041,Exeter,ltla,2021-11-05,135,,84
E07000041,Exeter,ltla,2021-11-05,135,14998,84
E07000041,Exeter,ltla,2021-11-05,135,,84
E07000041,Exeter,ltla,2021-11-05,135,,84
E07000041,Exeter,ltla,2021-11-05,135,,84
